//TABELA COM CÓDIGO IBGE ATUALIZADO DE ACORDO COM TABELA SPEED FISCAL...
UF|MUNICIPIO               |CEP     |IBGE
PR|Marquês de Abrantes          |83485000|0000000
PR|Marquinho                    |85168000|4115457
PR|Marrecas                     |85112000|0000000
PR|Martins                      |83729800|0000000
PR|Marumbi                      |86910000|4115507
PR|Matelândia                   |85887000|4115606
PR|Matinhos                     |85117000|4115705
PR|Matinhos                     |83260000|4115705
PR|Mato Queimado                |84127400|0000000
PR|Mato Rico                    |85240000|4115739
PR|Mauá da Serra                |86828000|4115754
PR|Medianeira                   |85884000|4115804
PR|MeiaLua                      |83533000|0000000
PR|Memória                      |85927700|0000000
PR|Mendeslândia                 |86685000|0000000
PR|Mercedes                     |85998000|4115853
PR|Mirador                      |87840000|4115903
PR|Miranda                      |84279600|0000000
PR|Mirante do Piquiri           |87590000|0000000
PR|Miraselva                    |86615000|4116000
PR|Missal                       |85890000|4116059
PR|Monjolinho                   |84370000|0000000
PR|Monte Real                   |86435000|0000000
PR|Moreira Sales                |87370000|4116109
PR|Morretes                     |83350000|4116208
PR|Morro Alto                   |83157000|0000000
PR|Morro Inglês                 |83251650|0000000
PR|Munhoz de Melo               |86760000|4116307
PR|Natingui                     |84390000|0000000
PR|Nilza                        |87562000|0000000
PR|Nordestina                   |87855000|0000000
PR|Nossa Senhora Aparecida      |86383000|0000000
PR|Nossa Senhora da Aparecida   |86607000|0000000
PR|Nossa Senhora da Candelária  |86365000|0000000
PR|Nossa Senhora das Graças     |86680000|4116406
PR|Nossa Senhora de Lourdes     |85824650|0000000
PR|Nossa Senhora do Carmo       |85514550|0000000
PR|Nova Aliança do Ivaí         |87790000|4116505
PR|Nova Altamira                |86842000|0000000
PR|Nova América da Colina       |86230000|4116604
PR|Nova Amoreira                |86826000|0000000
PR|Nova Aurora                  |85410000|4116703
PR|Nova Bilac                   |87188000|0000000
PR|Nova Brasília                |85926600|0000000
PR|Nova Brasília                |87262000|0000000
PR|Nova Brasília do Itararé     |86425000|0000000
PR|Nova Cantu                   |87330000|4116802
PR|Nova Concórdia               |85609000|0000000
PR|Nova Concórdia               |85927500|0000000
PR|Nova Esperança               |87600000|4116901
PR|Nova Esperança do Sudoeste  |85635000|4116950
PR|Nova Fátima                 |86310000|4117008
PR|Nova Laranjeiras            |85350000|4117057
PR|Nova Londrina               |87970000|4117107
PR|Nova Lourdes                |85572000|0000000
PR|Nova Olímpia                |87490000|4117206
PR|Nova Prata do Iguaçu        |85685000|4117255
PR|Nova Riqueza                |85729000|0000000
PR|Nova Santa Bárbara          |86250000|4117214
PR|Nova Santa Rosa             |85930000|4117222
PR|Nova Tebas                  |85250000|4117271
PR|Nova Tirol                  |83319300|0000000
PR|Nova Videira                |85926950|0000000
PR|Novo Horizonte              |85822600|0000000
PR|Novo Horizonte              |85978000|0000000
PR|Novo Itacolomi              |86895000|4117297
PR|Novo Jardim                 |84923000|0000000
PR|Novo Sarandi                |85927000|0000000
PR|Novo Sobradinho             |85925000|0000000
PR|Novo Três Passos            |85975000|0000000
PR|Olaria                      |85824500|0000000
PR|Olaria                      |84277900|0000000
PR|Olho Agudo                  |83160000|0000000
PR|Olho d'Água                 |84198300|0000000
PR|Oroité                      |87564000|0000000
PR|Ortigueira                  |84350000|4117305
PR|Ourilândia                  |86968000|0000000
PR|Ourizona                    |87170000|4117404
PR|Ouro Verde do Oeste         |85933000|4117453
PR|Ouro Verde do Piquiri       |85422000|0000000
PR|Padre Ponciano              |85559000|0000000
PR|Paiçandu                    |87140000|4117503
PR|Paiol de Baixo              |83440000|0000000
PR|Paiol Queimado              |84197000|0000000
PR|Paiquerê                    |86112000|0000000
PR|Palmas                      |85555000|4117602
PR|Palmeira                    |84130000|4117701
PR|Palmeirinha                 |85118000|0000000
PR|Palmeirinha                 |84196800|0000000
PR|Palmira                     |84155000|0000000
PR|Palmital                    |85270000|4117800
PR|Palmital                    |84196700|4117800
PR|Palmital de São Silvestre   |83646000|0000000
PR|Palmitópolis                |85413000|0000000
PR|Palotina                    |85950000|4117909
PR|Panema                      |86358000|0000000
PR|Pangaré                     |83845000|0000000
PR|Papagaios Novos             |84135000|0000000
PR|Paraíso do Norte            |87780000|4118006
PR|Paraná d'Oeste              |87375000|0000000
PR|Paranacity                  |87660000|4118105
PR|Paranagi                    |86345000|0000000
PR|Paranaguá                   |00000000|4118204
PR|Paranapoema                 |87680000|4118303
PR|Paranavaí                   |00000000|4118402
PR|Passa Una                   |83729200|0000000
PR|Passo da Ilha               |85514700|0000000
PR|Passo dos Pupos             |84126300|0000000
PR|Passo Fundo                 |83649600|0000000
PR|Passo Liso                  |85330000|0000000
PR|Pato Bragado                |85948000|4118451
PR|Pato Branco                 |00000000|4118501
PR|Patos Velhos                |84410000|0000000
PR|Pau d'Alho do Sul           |86224000|0000000
PR|Paula Freitas               |84630000|4118600
PR|Paulistânia                 |87588000|0000000
PR|Paulo Frontin               |84635000|4118709
PR|Peabiru                     |87250000|4118808
PR|Pedra Branca do Araraquara  |83290000|0000000
PR|Pedras                      |84193700|0000000
PR|Pedro Lustosa               |85198000|0000000
PR|Pelado                      |85128000|0000000
PR|Perobal                     |87538000|4118857
PR|Pérola                      |87540000|4118907
PR|Pérola d'Oeste              |85740000|4119004
PR|Pérola Independente         |85958000|0000000
PR|Piassuguera                 |83251500|0000000
PR|Piên                        |83860000|4119103
PR|Pinaré                      |84625000|0000000
PR|Pinhais                     |00000000|4119152
PR|Pinhal de São Bento         |85727000|4119251
PR|Pinhalão                    |84925000|4119202
PR|Pinhalzinho                 |86818500|0000000
PR|Pinhalzinho                 |85824700|0000000
PR|Pinhalzinho                 |85634000|0000000
PR|Pinhalzinho                 |85167000|0000000
PR|Pinhalzinho                 |85190000|0000000
PR|Pinhão                      |85170000|4119301
PR|Pinheiro                    |85767000|0000000
PR|Piquirivaí                  |87318000|0000000
PR|Piracema                    |87729200|0000000
PR|Piraí do Sul                |84240000|4119400
PR|Pirapó                      |86818000|0000000
PR|Piraquara                   |00000000|4119509
PR|Piriquitos                  |84105000|0000000
PR|Pitanga                     |85200000|4119608
PR|Pitangueiras                |86613000|4119657
PR|Pitangui                    |84125500|0000000
PR|Planaltina do Paraná        |87860000|4119707
PR|Planalto                    |85750000|4119806
PR|Pocinho                     |84125800|0000000
PR|Pocinho                     |86962000|0000000
PR|Poema                       |85255000|0000000
PR|Ponta do Pasto              |83251300|0000000
PR|Ponta Grossa                |00000000|4119905
PR|Pontal do Paraná            |83255000|4119954
PR|Porecatu                    |86160000|4120002
PR|Portão                      |85824900|0000000
PR|Porteira Preta              |86955000|0000000
PR|Porto Amazonas              |84140000|4120101
PR|Porto Barreiro              |85345000|4120150
PR|Porto Belo                  |85874000|0000000
PR|Porto Brasílio              |87940000|0000000
PR|Porto Camargo               |87532000|0000000
PR|Porto de Cima               |83360000|0000000
PR|Porto Meira                 |85874400|0000000
PR|Porto Mendes                |85976000|0000000
PR|Porto Rico                  |87950000|4120200
PR|Porto San Juan             |85874700|0000000
PR|Porto Santana              |85348000|0000000
PR|Porto São Carlos           |87775000|0000000
PR|Porto São José             |87957000|0000000
PR|Porto Vitória              |84610000|4120309
PR|Prado Ferreira             |86618000|4120333
PR|Pranchita                  |85730000|4120358
PR|Prata                      |86198000|0000000
PR|Prata Um                   |84277200|0000000
PR|Presidente Castelo Branco  |87180000|4120408
PR|Presidente Kennedy         |85587000|0000000
PR|Primeiro de Maio           |86140000|4120507
PR|Progresso                  |85609400|0000000
PR|Prudentópolis              |84400000|4120606
PR|Pulinópolis                |87165000|0000000
PR|Quarto Centenário          |00000000|4120655
PR|Quatiguá                   |86450000|4120705
PR|Quatro Barras              |83420000|4120804
PR|Quatro Pontes              |85940000|4120853
PR|Quebra Freio               |85514000|0000000
PR|Quedas do Iguaçu           |85460000|4120903
PR|Queimados                  |85137900|0000000
PR|Querência do Norte         |87930000|4121000
PR|Quinta do Sol              |87265000|4121109
PR|Quinzópolis                |86355000|0000000
PR|Quitandinha                |83840000|4121208
PR|Ramilândia                 |85888000|4121257
PR|Rancho Alegre              |86290000|4121307
PR|Rancho Alegre d'Oeste      |87395000|4121356
PR|Realeza                    |85770000|4121406
PR|Rebouças                   |84550000|4121505
PR|Região dos Valos           |84279500|0000000
PR|Reianópolis                |84230000|0000000
PR|Renascença                 |85610000|4121604
PR|Reserva                    |84320000|4121703
PR|Reserva do Iguaçu          |85195000|4121752
PR|Retiro                     |84197800|0000000
PR|Retiro Grande              |83649500|0000000
PR|Ribeirão Bonito            |86847000|0000000
PR|Ribeirão Claro             |86410000|4121802
PR|Ribeirão do Pinhal         |86490000|4121901
PR|Ribeirão do Pinheiro       |84194700|0000000
PR|Rio Abaixo                 |84193600|0000000
PR|Rio Azul                   |84560000|4122008
PR|Rio Bom                    |86830000|4122107
PR|Rio Bonito                 |87575000|0000000
PR|Rio Bonito do Iguaçu       |85340000|4122156
PR|Rio Branco do Ivaí         |86848000|4122172
PR|Rio Branco do Sul          |83540000|4122206
PR|Rio Claro do Sul           |84577000|0000000
PR|Rio da Prata               |85655000|0000000
PR|Rio da Prata               |85370000|0000000
PR|Rio das Antas              |85823550|0000000
PR|Rio das Mortes             |85130000|0000000
PR|Rio das Pedras             |85131000|0000000
PR|Rio das Pedras             |83251550|0000000
PR|Rio das Pombas             |83251800|0000000
PR|Rio do Mato                |85609200|0000000
PR|Rio do Salto               |85824000|0000000
PR|Rio Negro                    |83880000|4122305
PR|Rio Novo                     |85822850|0000000
PR|Rio Novo                     |84340000|0000000
PR|Rio Pinheiro                 |85526000|0000000
PR|Rio Quatorze                 |85609600|0000000
PR|Rio Saltinho                 |85823900|0000000
PR|Rio Saudade                  |85609800|0000000
PR|Rio Verde                    |87357000|0000000
PR|Roberto Silveira             |87524000|0000000
PR|Roça Velha                   |84126700|0000000
PR|Roça Velha                   |83164000|0000000
PR|Rolândia                     |86600000|4122404
